city,area_sqft,bhk,bathrooms,parking,location_type,property_age,furnishing,price
Lucknow,1280,4,3,0,Developing,2,Furnished,6108000.0
Pune,1795,3,1,1,Developing,5,Semi-Furnished,12338000.0
Hyderabad,1614,1,2,0,Premium,10,Unfurnished,14587400.0
Mumbai,1135,4,3,1,Premium,9,Furnished,27859000.0
Mumbai,796,4,2,1,Standard,1,Unfurnished,15428000.0
Pune,1613,4,2,0,Premium,8,Unfurnished,17375200.0
Delhi,2120,3,4,1,Standard,19,Semi-Furnished,32250000.0
Bengaluru,1337,3,4,0,Standard,9,Semi-Furnished,16844000.0
Jaipur,968,3,2,1,Developing,1,Semi-Furnished,5022000.0
Chennai,1803,2,1,0,Developing,16,Furnished,11018000.0
Kolkata,2470,1,3,1,Standard,3,Unfurnished,15320000.0
Bengaluru,2729,3,1,0,Premium,3,Furnished,43622400.0
Jaipur,2089,5,1,1,Standard,5,Unfurnished,11445000.0
Pune,2464,1,4,1,Premium,11,Furnished,26325600.0
Chennai,1125,4,2,1,Standard,3,Unfurnished,9437500.0
Lucknow,2086,4,1,0,Standard,4,Furnished,10587000.0
Delhi,2336,1,3,0,Developing,4,Semi-Furnished,28582000.0
Delhi,1537,2,3,1,Standard,14,Semi-Furnished,23455000.0
Chennai,1840,3,3,0,Developing,14,Semi-Furnished,11490000.0
Kolkata,696,3,4,0,Developing,15,Unfurnished,3590800.0
Hyderabad,2606,5,2,1,Premium,17,Furnished,24714600.0
Bengaluru,1330,2,3,1,Developing,1,Unfurnished,13568000.0
Delhi,2343,4,3,1,Standard,19,Semi-Furnished,35695000.0
Pune,1277,2,4,1,Standard,19,Unfurnished,10216000.0
Chennai,2701,1,4,0,Standard,6,Semi-Furnished,20807500.0
Ahmedabad,1486,4,3,0,Premium,12,Semi-Furnished,11374900.0
Kolkata,1737,1,2,0,Premium,8,Furnished,14048600.0
Delhi,1822,5,3,1,Premium,20,Furnished,36479000.0
Mumbai,940,1,2,0,Premium,15,Semi-Furnished,21896000.0
Lucknow,1608,2,1,1,Standard,0,Unfurnished,7886000.0
Delhi,1171,1,3,0,Premium,2,Furnished,23734500.0
Lucknow,1185,3,4,0,Premium,0,Unfurnished,7932250.0
Chennai,2879,4,2,0,Developing,11,Unfurnished,17724000.0
Jaipur,2755,5,4,0,Developing,16,Unfurnished,11620000.0
Ahmedabad,1510,2,3,1,Premium,3,Furnished,11996500.0
Lucknow,1667,1,2,0,Standard,4,Unfurnished,7701500.0
Delhi,1930,1,4,0,Premium,5,Furnished,38485000.0
Pune,2282,3,4,1,Premium,14,Semi-Furnished,24432800.0
Kolkata,2501,5,4,0,Standard,19,Unfurnished,15456000.0
Hyderabad,865,1,3,1,Developing,7,Furnished,5644000.0
Delhi,979,1,3,0,Standard,14,Furnished,14985000.0
Hyderabad,713,2,3,1,Developing,8,Semi-Furnished,4692800.0
Chennai,1524,2,1,0,Developing,18,Unfurnished,8744000.0
Jaipur,2723,3,4,1,Premium,20,Furnished,18349500.0
Bengaluru,754,5,3,0,Premium,20,Furnished,12562400.0
Kolkata,2813,4,1,1,Developing,5,Unfurnished,14302400.0
Ahmedabad,2905,4,1,0,Premium,18,Unfurnished,20770750.0
Pune,630,4,3,0,Premium,1,Semi-Furnished,7852000.0
Lucknow,1744,2,1,0,Standard,1,Unfurnished,8298000.0
Delhi,2199,4,3,0,Developing,2,Furnished,27888000.0
Pune,563,2,1,0,Developing,13,Semi-Furnished,3703200.0
Ahmedabad,2448,2,3,0,Developing,19,Unfurnished,10521200.0
Bengaluru,2710,1,4,1,Developing,3,Semi-Furnished,26866000.0
Pune,1545,5,3,0,Premium,16,Semi-Furnished,16818000.0
Delhi,2451,5,1,1,Standard,17,Semi-Furnished,37415000.0
Ahmedabad,1484,1,1,1,Developing,17,Semi-Furnished,6379600.0
Pune,2834,2,3,0,Premium,3,Unfurnished,30023600.0
Jaipur,2975,4,2,0,Developing,12,Semi-Furnished,12550000.0
Hyderabad,1602,1,1,0,Premium,3,Unfurnished,14728200.0
Bengaluru,762,3,2,0,Standard,14,Furnished,9744000.0
Ahmedabad,1961,5,4,1,Premium,1,Semi-Furnished,15771150.0
Mumbai,2952,5,2,1,Premium,4,Unfurnished,70226800.0
Kolkata,2768,2,2,1,Premium,20,Furnished,21840400.0
Lucknow,1989,4,2,0,Premium,16,Unfurnished,11835650.0
Jaipur,840,1,3,0,Standard,3,Furnished,5050000.0
Mumbai,1497,1,3,0,Standard,13,Unfurnished,26796000.0
Hyderabad,2325,4,2,1,Standard,9,Semi-Furnished,17225000.0
Bengaluru,2721,4,4,1,Premium,11,Unfurnished,43247600.0
Pune,2067,1,3,0,Standard,9,Furnished,17086000.0
Lucknow,1147,1,3,1,Premium,17,Unfurnished,6509950.0
Hyderabad,1817,3,2,1,Developing,19,Furnished,10675200.0
Jaipur,1551,4,4,0,Standard,6,Semi-Furnished,8905000.0
Jaipur,1863,4,1,1,Premium,5,Unfurnished,12909500.0
Bengaluru,2792,1,4,0,Premium,14,Semi-Furnished,43705200.0
Chennai,1362,5,4,1,Standard,16,Furnished,11465000.0
Kolkata,920,1,2,0,Developing,8,Semi-Furnished,4666000.0
Lucknow,1768,3,4,0,Premium,6,Semi-Furnished,11292800.0
Hyderabad,2552,1,2,1,Developing,17,Semi-Furnished,14241200.0
Bengaluru,1262,5,4,0,Developing,17,Semi-Furnished,12915200.0
Hyderabad,2074,1,2,0,Premium,0,Furnished,19773400.0
Delhi,1122,2,1,0,Standard,2,Furnished,17730000.0
Delhi,1817,1,4,1,Premium,9,Furnished,36231500.0
Delhi,1330,2,1,0,Premium,10,Furnished,26435000.0
Bengaluru,1244,3,4,1,Premium,2,Semi-Furnished,20706400.0
Bengaluru,1119,4,2,0,Standard,12,Semi-Furnished,14078000.0
Hyderabad,2553,1,2,0,Developing,15,Furnished,14446800.0
Pune,1964,3,4,1,Standard,15,Unfurnished,16112000.0
Jaipur,2054,3,4,1,Standard,11,Furnished,11370000.0
Chennai,573,3,1,0,Premium,11,Unfurnished,5736750.0
Bengaluru,2091,4,3,1,Premium,5,Furnished,34119600.0
Kolkata,636,4,4,0,Premium,1,Unfurnished,6110800.0
Jaipur,1519,2,3,1,Developing,14,Semi-Furnished,6476000.0
Delhi,2258,4,2,1,Premium,15,Furnished,44931000.0
Pune,1718,2,1,0,Premium,10,Furnished,18367200.0
Jaipur,1502,2,2,0,Standard,3,Unfurnished,7960000.0
Ahmedabad,1644,4,2,0,Premium,9,Unfurnished,12304600.0
Mumbai,602,4,2,1,Premium,14,Semi-Furnished,14786800.0
Chennai,1985,3,3,1,Developing,12,Unfurnished,12360000.0
Lucknow,1036,2,4,0,Standard,11,Unfurnished,4912000.0
Chennai,886,4,1,1,Premium,9,Furnished,9738500.0
Lucknow,2260,3,2,1,Standard,6,Unfurnished,10820000.0
Bengaluru,592,3,1,1,Developing,4,Semi-Furnished,6583200.0
Chennai,1109,1,2,0,Developing,18,Unfurnished,6154000.0
Kolkata,1279,3,4,1,Premium,8,Furnished,11226200.0
Pune,2816,1,4,0,Premium,11,Furnished,29836400.0
Bengaluru,967,1,3,1,Standard,13,Unfurnished,11604000.0
Chennai,2787,2,3,1,Premium,17,Furnished,27673250.0
Ahmedabad,2210,4,3,1,Standard,13,Furnished,13255000.0
Bengaluru,1477,4,1,1,Standard,5,Semi-Furnished,18774000.0
Hyderabad,2437,3,2,1,Premium,16,Furnished,22826700.0
Jaipur,2636,2,2,0,Premium,18,Semi-Furnished,17084000.0
Delhi,2214,1,2,0,Premium,14,Unfurnished,42873000.0
Delhi,1002,1,3,0,Developing,6,Furnished,12724000.0
Bengaluru,2903,5,1,0,Premium,11,Unfurnished,45836800.0
Hyderabad,2651,5,2,0,Standard,17,Semi-Furnished,19157000.0
Mumbai,1283,4,2,1,Premium,14,Unfurnished,30472200.0
Bengaluru,628,1,2,1,Standard,16,Semi-Furnished,7536000.0
Bengaluru,1115,5,3,0,Premium,2,Unfurnished,18594000.0
Chennai,987,5,1,0,Standard,15,Furnished,8252500.0
Jaipur,2065,4,1,1,Developing,3,Unfurnished,9160000.0
Kolkata,1613,4,4,0,Developing,14,Unfurnished,8242400.0
Chennai,574,4,4,1,Standard,6,Furnished,5855000.0
Pune,1822,3,2,0,Developing,15,Semi-Furnished,11960800.0
Pune,2207,2,2,1,Developing,14,Semi-Furnished,14424800.0
Jaipur,1646,2,4,1,Premium,10,Unfurnished,11149000.0
Delhi,2329,5,1,1,Developing,5,Furnished,29448000.0
Bengaluru,627,4,1,1,Developing,8,Semi-Furnished,6919200.0
Bengaluru,1579,2,2,0,Developing,12,Semi-Furnished,15408400.0
Kolkata,2026,1,2,0,Standard,9,Unfurnished,12106000.0
Ahmedabad,2377,4,1,1,Standard,15,Semi-Furnished,13623500.0
Bengaluru,541,1,1,1,Premium,11,Furnished,8839600.0
Chennai,1997,3,3,0,Developing,6,Unfurnished,12582000.0
Chennai,2979,5,4,0,Developing,14,Furnished,19074000.0
Lucknow,1799,3,4,0,Premium,9,Unfurnished,11074150.0
Delhi,1800,5,4,1,Developing,11,Semi-Furnished,22850000.0
Delhi,2077,3,3,1,Premium,5,Semi-Furnished,41551500.0
Chennai,2828,3,1,1,Premium,19,Unfurnished,27473000.0
Ahmedabad,1349,3,2,1,Premium,18,Furnished,10195350.0
Chennai,1808,3,2,0,Standard,1,Furnished,14810000.0
Jaipur,2402,5,3,1,Standard,14,Semi-Furnished,13010000.0
Mumbai,542,5,4,1,Standard,17,Unfurnished,10456000.0
Pune,2450,3,4,1,Premium,4,Unfurnished,26430000.0
Kolkata,1826,3,3,0,Standard,16,Furnished,11556000.0
Mumbai,2922,3,4,1,Premium,10,Furnished,69524800.0
Ahmedabad,1463,4,4,1,Premium,9,Semi-Furnished,11610450.0
Bengaluru,2862,2,1,0,Developing,18,Semi-Furnished,27325200.0
Chennai,2839,2,1,0,Premium,17,Unfurnished,27330250.0
Ahmedabad,1891,1,4,0,Premium,19,Furnished,13670650.0
Pune,2092,3,2,0,Standard,4,Furnished,17836000.0
Jaipur,683,5,3,1,Developing,13,Unfurnished,3532000.0
Bengaluru,1995,4,1,1,Standard,2,Furnished,25390000.0
Ahmedabad,2262,4,4,0,Standard,6,Unfurnished,13341000.0
Jaipur,2025,4,4,1,Standard,17,Furnished,11125000.0
Lucknow,661,5,1,1,Standard,11,Unfurnished,3674500.0
Ahmedabad,1174,4,3,1,Developing,10,Semi-Furnished,6165600.0
Bengaluru,2283,2,3,1,Standard,12,Furnished,28146000.0
Ahmedabad,2020,5,1,0,Standard,12,Unfurnished,11610000.0
Jaipur,2166,4,3,0,Premium,14,Furnished,14979000.0
Chennai,2191,4,3,1,Standard,7,Unfurnished,17332500.0
Bengaluru,1631,2,2,0,Standard,1,Unfurnished,20122000.0
Hyderabad,2879,2,2,1,Developing,2,Semi-Furnished,17022400.0
Bengaluru,944,5,4,1,Developing,16,Semi-Furnished,10062400.0
Delhi,707,2,2,0,Premium,5,Semi-Furnished,14386500.0
Kolkata,1607,4,3,0,Standard,8,Unfurnished,10342000.0
Pune,1635,5,2,1,Standard,17,Semi-Furnished,13830000.0
Pune,2801,2,3,0,Developing,9,Semi-Furnished,18426400.0
Pune,863,1,2,0,Premium,6,Semi-Furnished,9325200.0
Bengaluru,2681,4,1,1,Developing,9,Unfurnished,26337600.0
Jaipur,1482,2,3,0,Standard,18,Unfurnished,7210000.0
Chennai,2661,1,2,0,Developing,16,Semi-Furnished,15816000.0
Lucknow,1583,4,3,0,Developing,7,Unfurnished,6448800.0
Lucknow,2605,2,1,1,Standard,3,Unfurnished,12222500.0
Jaipur,1998,2,2,0,Standard,9,Semi-Furnished,10390000.0
Lucknow,1693,4,4,1,Premium,3,Unfurnished,11104050.0
Hyderabad,2264,2,3,1,Standard,7,Furnished,16848000.0
Kolkata,1690,3,1,1,Premium,5,Furnished,14282000.0
Chennai,935,1,2,0,Premium,20,Unfurnished,8516250.0
Pune,1451,2,4,1,Developing,17,Furnished,9886400.0
Jaipur,1227,2,4,0,Developing,18,Unfurnished,4808000.0
Jaipur,1873,4,3,1,Developing,20,Furnished,8242000.0
Mumbai,2054,1,3,1,Premium,20,Semi-Furnished,47963600.0
Chennai,1720,4,4,0,Standard,11,Semi-Furnished,13800000.0
Jaipur,2062,5,4,1,Standard,13,Semi-Furnished,11460000.0
Kolkata,1968,3,3,1,Standard,13,Unfurnished,12208000.0
Mumbai,2748,2,3,1,Premium,5,Furnished,65403200.0
Ahmedabad,2301,3,2,0,Developing,15,Semi-Furnished,10424400.0
Bengaluru,1561,3,4,0,Premium,7,Furnished,25501600.0
Kolkata,1532,1,3,0,Premium,17,Furnished,12099600.0
Delhi,1442,2,2,0,Premium,11,Furnished,28669000.0
Jaipur,1258,3,1,0,Standard,8,Furnished,7090000.0
Delhi,1378,1,3,1,Premium,9,Furnished,27571000.0
Kolkata,2096,3,1,1,Developing,16,Semi-Furnished,10360800.0
Bengaluru,1305,3,2,1,Developing,1,Furnished,13928000.0
Chennai,2849,5,4,0,Developing,18,Semi-Furnished,17844000.0
Delhi,2553,1,3,0,Standard,1,Unfurnished,38745000.0
Kolkata,2958,3,4,0,Developing,15,Semi-Furnished,14698400.0
Mumbai,1199,4,3,0,Standard,17,Semi-Furnished,22082000.0
Mumbai,2338,4,1,0,Developing,2,Semi-Furnished,34717200.0
Kolkata,694,1,4,0,Developing,11,Unfurnished,3381200.0
Delhi,545,4,4,1,Premium,20,Furnished,11477500.0
Hyderabad,1756,3,2,1,Developing,18,Semi-Furnished,10133600.0
Ahmedabad,691,1,1,0,Premium,11,Furnished,5190650.0
Ahmedabad,1487,3,1,1,Premium,18,Furnished,11082050.0
Ahmedabad,746,5,1,1,Developing,13,Furnished,4382400.0
Jaipur,1804,5,1,0,Premium,13,Furnished,12676000.0
Bengaluru,752,1,2,1,Premium,4,Semi-Furnished,12331200.0
Jaipur,1072,4,4,0,Standard,6,Furnished,6760000.0
Lucknow,1134,1,2,1,Standard,5,Unfurnished,5403000.0
Mumbai,2589,1,1,0,Developing,7,Unfurnished,37231600.0
Pune,1055,4,3,0,Standard,2,Furnished,9940000.0
Kolkata,1710,4,2,0,Developing,12,Semi-Furnished,8858000.0
Bengaluru,695,3,4,1,Standard,5,Unfurnished,9240000.0
Ahmedabad,2900,2,1,0,Premium,11,Unfurnished,20685000.0
Pune,685,1,3,1,Developing,20,Unfurnished,4034000.0
Mumbai,2316,5,4,1,Standard,4,Semi-Furnished,43288000.0
Jaipur,685,3,2,0,Premium,2,Furnished,5652500.0
Kolkata,1566,5,1,1,Standard,14,Unfurnished,9946000.0
Mumbai,974,4,4,0,Developing,14,Semi-Furnished,14775600.0
Bengaluru,720,4,2,0,Standard,14,Unfurnished,8940000.0
Mumbai,1862,3,1,0,Premium,9,Furnished,44320800.0
Jaipur,945,2,3,1,Premium,11,Furnished,6942500.0
Delhi,1948,5,2,1,Premium,3,Semi-Furnished,39436000.0
Ahmedabad,2670,4,1,1,Standard,2,Unfurnished,15635000.0
Kolkata,1464,4,2,1,Standard,17,Unfurnished,9084000.0
Kolkata,1530,2,2,1,Standard,1,Semi-Furnished,10130000.0
Kolkata,1616,4,3,1,Standard,4,Unfurnished,10746000.0
Kolkata,1170,3,4,1,Developing,13,Unfurnished,6116000.0
Hyderabad,1090,1,3,0,Premium,4,Furnished,10719000.0
Delhi,577,2,4,0,Developing,11,Furnished,7674000.0
Hyderabad,2519,5,1,0,Premium,9,Semi-Furnished,23822900.0
Ahmedabad,2027,1,2,1,Premium,5,Semi-Furnished,15043050.0
Kolkata,1482,3,3,0,Premium,4,Unfurnished,12259600.0
Chennai,2188,4,1,1,Developing,3,Unfurnished,14028000.0
Pune,2239,2,3,1,Standard,5,Semi-Furnished,18762000.0
Hyderabad,504,5,2,1,Premium,12,Furnished,5836400.0
Lucknow,1643,2,2,1,Premium,16,Unfurnished,9561550.0
Kolkata,2443,4,3,1,Premium,7,Furnished,20455400.0
Hyderabad,986,3,2,1,Standard,2,Unfurnished,7752000.0
Jaipur,1127,5,2,1,Developing,7,Unfurnished,5508000.0
Kolkata,1278,2,1,1,Premium,5,Furnished,10868400.0
Ahmedabad,1208,3,2,1,Standard,9,Furnished,7644000.0
Jaipur,636,3,2,1,Standard,16,Semi-Furnished,3580000.0
Mumbai,1881,2,1,1,Premium,13,Furnished,44515400.0
Hyderabad,2702,1,4,0,Standard,12,Unfurnished,18914000.0
Bengaluru,742,3,1,1,Standard,10,Furnished,9754000.0
Hyderabad,1742,2,2,0,Standard,19,Furnished,12344000.0
Jaipur,2675,2,3,0,Premium,11,Unfurnished,17537500.0
Lucknow,539,3,2,0,Standard,12,Furnished,3125500.0
Lucknow,1792,3,4,0,Standard,6,Furnished,9264000.0
Ahmedabad,1976,4,3,0,Premium,5,Unfurnished,14978400.0
Chennai,533,5,1,1,Developing,18,Unfurnished,3548000.0
Mumbai,2528,5,1,1,Developing,10,Unfurnished,37153200.0
Jaipur,1752,2,2,1,Developing,9,Unfurnished,7308000.0
Jaipur,1350,3,2,0,Standard,12,Semi-Furnished,7200000.0
Delhi,2627,4,3,1,Premium,7,Unfurnished,52126500.0
Lucknow,2131,5,1,0,Developing,20,Furnished,8271600.0
Hyderabad,751,3,4,1,Premium,16,Furnished,7684100.0
Jaipur,730,3,4,1,Developing,6,Unfurnished,3770000.0
Bengaluru,2991,2,2,0,Developing,10,Furnished,29313600.0
Delhi,2581,1,1,1,Developing,8,Furnished,31522000.0
Lucknow,1268,2,3,0,Standard,7,Semi-Furnished,6306000.0
Bengaluru,752,2,2,1,Premium,18,Furnished,12081200.0
Hyderabad,2844,1,1,1,Premium,12,Semi-Furnished,25980400.0
Chennai,1839,2,4,1,Developing,4,Semi-Furnished,12034000.0
Ahmedabad,1636,2,2,1,Standard,8,Unfurnished,9348000.0
Lucknow,2711,2,4,1,Premium,19,Unfurnished,15859350.0
Bengaluru,2310,5,4,1,Developing,2,Semi-Furnished,23876000.0
Hyderabad,709,1,3,0,Premium,0,Semi-Furnished,7201900.0
Pune,527,3,3,0,Developing,15,Furnished,4022800.0
Mumbai,1795,2,1,1,Standard,17,Semi-Furnished,32360000.0
Ahmedabad,2247,3,2,1,Standard,18,Semi-Furnished,12658500.0
Chennai,569,1,1,1,Developing,4,Furnished,4164000.0
Bengaluru,607,3,3,0,Premium,18,Furnished,9969200.0
Mumbai,2873,1,1,0,Standard,9,Unfurnished,51564000.0
Hyderabad,2717,3,2,1,Standard,13,Semi-Furnished,19569000.0
Hyderabad,1202,2,2,1,Standard,16,Semi-Furnished,8614000.0
Hyderabad,1038,3,3,1,Developing,12,Unfurnished,6262800.0
Ahmedabad,1617,5,2,1,Developing,3,Furnished,8814800.0
Lucknow,2004,4,2,0,Developing,20,Furnished,7714400.0
Chennai,515,2,1,1,Developing,15,Semi-Furnished,3240000.0
Pune,1992,2,2,1,Standard,20,Unfurnished,15686000.0
Pune,953,1,4,0,Premium,1,Semi-Furnished,10711200.0
Delhi,2862,5,2,0,Developing,15,Semi-Furnished,35044000.0
Lucknow,809,2,1,0,Developing,1,Semi-Furnished,3612400.0
Hyderabad,2257,2,2,0,Standard,13,Unfurnished,15749000.0
Jaipur,2638,3,2,0,Developing,11,Furnished,11302000.0
Ahmedabad,2006,1,1,1,Premium,12,Furnished,14692900.0
Kolkata,902,3,2,0,Standard,17,Unfurnished,5362000.0
Bengaluru,2245,3,4,0,Developing,20,Unfurnished,21552000.0
Chennai,671,4,1,0,Standard,13,Unfurnished,5282500.0
Jaipur,599,1,2,0,Developing,16,Semi-Furnished,2246000.0
Chennai,2319,3,2,0,Developing,1,Furnished,15164000.0
Ahmedabad,613,2,1,0,Premium,5,Unfurnished,4632950.0
Ahmedabad,1112,1,1,1,Standard,19,Unfurnished,5616000.0
Delhi,2862,2,2,1,Developing,16,Furnished,34794000.0
Jaipur,2065,4,2,0,Premium,12,Semi-Furnished,14072500.0
Delhi,1685,5,3,0,Standard,6,Unfurnished,26275000.0
Mumbai,2565,3,3,1,Premium,19,Semi-Furnished,60371000.0
Delhi,1514,1,4,0,Developing,7,Furnished,18918000.0
Kolkata,1219,5,2,1,Standard,14,Furnished,8464000.0
Chennai,2323,1,2,0,Premium,0,Unfurnished,23049250.0
Hyderabad,1215,5,3,1,Developing,15,Semi-Furnished,7754000.0
Mumbai,918,4,4,1,Developing,5,Unfurnished,14319200.0
Hyderabad,565,5,4,1,Standard,12,Furnished,5405000.0
Bengaluru,1300,5,1,0,Developing,0,Unfurnished,13580000.0
Jaipur,1373,1,1,0,Premium,15,Furnished,8974500.0
Delhi,1270,2,1,0,Premium,6,Semi-Furnished,25215000.0
Bengaluru,741,3,3,0,Standard,17,Unfurnished,8942000.0
Lucknow,898,3,2,0,Standard,8,Unfurnished,4441000.0
Kolkata,1715,3,2,1,Standard,11,Furnished,11190000.0
Jaipur,907,4,3,1,Standard,14,Furnished,5585000.0
Kolkata,2710,2,2,0,Premium,7,Furnished,21888000.0
Mumbai,1016,2,1,0,Premium,4,Furnished,24574400.0
Mumbai,654,3,1,0,Developing,19,Furnished,9667600.0
Jaipur,2771,2,2,0,Premium,9,Furnished,18661500.0
Pune,1404,4,2,1,Premium,16,Unfurnished,14951600.0
Lucknow,1725,5,1,1,Developing,6,Furnished,7660000.0
Kolkata,2285,1,1,1,Standard,19,Unfurnished,13210000.0
Ahmedabad,762,3,3,0,Developing,6,Semi-Furnished,4202800.0
Pune,1739,5,4,0,Standard,9,Furnished,15362000.0
Pune,1748,5,1,0,Standard,16,Furnished,14784000.0
Hyderabad,1620,1,2,1,Standard,6,Furnished,12090000.0
Lucknow,2242,3,1,0,Developing,20,Furnished,8271200.0
Kolkata,904,2,3,1,Standard,15,Furnished,6024000.0
Lucknow,942,3,3,1,Standard,4,Unfurnished,5089000.0
Bengaluru,2862,5,2,1,Developing,9,Semi-Furnished,28625200.0
Jaipur,1344,1,4,1,Premium,18,Furnished,9086000.0
Chennai,558,5,3,1,Developing,3,Unfurnished,4648000.0
Hyderabad,922,4,1,1,Developing,17,Unfurnished,5363200.0
Chennai,2804,4,4,0,Developing,14,Furnished,17824000.0
Pune,2836,1,1,1,Standard,17,Semi-Furnished,22538000.0
Bengaluru,629,1,3,1,Standard,18,Semi-Furnished,7548000.0
Jaipur,507,5,3,1,Standard,4,Unfurnished,3785000.0
Bengaluru,2156,2,3,1,Standard,17,Furnished,26372000.0
Chennai,2200,2,1,1,Premium,11,Semi-Furnished,21800000.0
Hyderabad,1955,2,4,0,Standard,8,Furnished,14585000.0
Jaipur,755,5,3,0,Premium,12,Furnished,6107500.0
Lucknow,1691,3,2,0,Premium,15,Furnished,10442350.0
Ahmedabad,1359,4,4,1,Developing,9,Furnished,7379600.0
Hyderabad,1812,2,3,0,Standard,3,Semi-Furnished,13484000.0
Chennai,1835,3,2,1,Developing,8,Semi-Furnished,11810000.0
Lucknow,2607,1,2,1,Premium,9,Unfurnished,15350950.0
Pune,1425,5,4,1,Premium,12,Semi-Furnished,16020000.0
Pune,1336,1,4,0,Standard,17,Unfurnished,10438000.0
Bengaluru,2143,1,1,1,Premium,16,Semi-Furnished,33330800.0
Mumbai,771,1,3,0,Standard,5,Semi-Furnished,14378000.0
Hyderabad,1906,3,2,0,Premium,4,Unfurnished,17944600.0
Jaipur,847,4,3,1,Standard,17,Furnished,5135000.0
Mumbai,1034,4,3,0,Premium,14,Furnished,25095600.0
Hyderabad,2451,3,4,0,Developing,11,Furnished,14675600.0
Mumbai,1566,4,1,0,Developing,6,Unfurnished,23150400.0
Hyderabad,1680,1,3,1,Premium,8,Unfurnished,15538000.0
Jaipur,2737,2,2,1,Premium,0,Unfurnished,18540500.0
Hyderabad,2016,1,2,0,Standard,12,Furnished,14412000.0
Lucknow,886,2,1,0,Developing,5,Furnished,3939600.0
Pune,1553,3,4,1,Premium,16,Semi-Furnished,16751200.0
Bengaluru,2224,2,1,1,Premium,14,Furnished,35144400.0
Hyderabad,2965,5,3,1,Premium,17,Semi-Furnished,27831500.0
Mumbai,2670,2,2,0,Premium,4,Unfurnished,62878000.0
Lucknow,2056,5,1,1,Developing,0,Furnished,9151600.0
Ahmedabad,2277,5,3,0,Premium,16,Furnished,17280550.0
Chennai,2004,3,4,1,Standard,7,Furnished,16330000.0
Delhi,1677,2,4,0,Standard,9,Unfurnished,25505000.0
Chennai,2896,2,4,1,Premium,4,Unfurnished,28986000.0
Pune,2805,3,3,0,Standard,14,Unfurnished,22640000.0
Mumbai,2904,2,1,1,Standard,9,Semi-Furnished,52722000.0
Delhi,2154,1,4,1,Developing,5,Semi-Furnished,26598000.0
Kolkata,540,4,3,1,Standard,12,Furnished,4390000.0
Ahmedabad,1688,1,1,0,Premium,0,Unfurnished,12369200.0
Bengaluru,2701,4,1,1,Developing,2,Semi-Furnished,27129600.0
Bengaluru,993,3,1,0,Developing,16,Semi-Furnished,9682800.0
Kolkata,1694,1,2,1,Premium,15,Semi-Furnished,13263200.0
Chennai,1273,3,2,0,Premium,2,Furnished,13611750.0
Delhi,2743,1,3,0,Premium,11,Semi-Furnished,53688500.0
Jaipur,2015,1,1,1,Premium,15,Semi-Furnished,13047500.0
Lucknow,2652,3,4,1,Developing,9,Semi-Furnished,10497200.0
Pune,1512,3,4,0,Premium,1,Furnished,17174800.0
Hyderabad,1752,5,3,0,Premium,14,Furnished,17043200.0
Delhi,595,2,2,0,Developing,2,Unfurnished,7640000.0
Delhi,1793,1,4,0,Standard,6,Semi-Furnished,27445000.0
Chennai,2604,2,3,1,Developing,1,Semi-Furnished,16674000.0
Hyderabad,840,1,4,1,Premium,12,Furnished,8294000.0
Mumbai,515,3,1,0,Premium,16,Furnished,12451000.0
Ahmedabad,1081,5,1,1,Premium,5,Furnished,9229150.0
Lucknow,1779,3,3,0,Premium,16,Furnished,11007150.0
Pune,2490,2,2,1,Developing,15,Unfurnished,15936000.0
Ahmedabad,1241,4,4,0,Developing,0,Furnished,7160400.0
Ahmedabad,875,4,2,0,Developing,8,Semi-Furnished,4700000.0
Mumbai,1766,2,4,1,Premium,13,Semi-Furnished,41874400.0
Chennai,1362,5,4,0,Premium,10,Furnished,14679500.0
Bengaluru,2367,3,4,1,Standard,9,Semi-Furnished,29354000.0
Mumbai,2911,3,2,1,Premium,16,Furnished,68767400.0
Lucknow,505,2,1,1,Standard,20,Furnished,2422500.0
Lucknow,608,2,1,1,Developing,15,Furnished,2588800.0
Mumbai,2587,4,2,1,Standard,16,Unfurnished,46916000.0
Lucknow,2230,5,3,1,Premium,8,Unfurnished,14095500.0
Hyderabad,607,4,2,1,Standard,19,Unfurnished,4449000.0
Lucknow,2204,1,1,1,Standard,18,Unfurnished,9468000.0
Lucknow,1450,3,2,0,Premium,3,Unfurnished,9132500.0
Delhi,2178,3,3,0,Standard,9,Unfurnished,33120000.0
Chennai,2293,3,4,1,Developing,11,Semi-Furnished,14608000.0
Bengaluru,624,5,1,0,Standard,6,Unfurnished,8288000.0
Chennai,1668,5,3,0,Standard,1,Unfurnished,13760000.0
Bengaluru,1619,4,3,0,Premium,0,Furnished,26856400.0
Chennai,1199,3,2,1,Standard,10,Furnished,9942500.0
Jaipur,2354,1,1,1,Standard,9,Unfurnished,11770000.0
Pune,1735,1,1,0,Developing,3,Semi-Furnished,11504000.0
Bengaluru,1133,4,4,1,Premium,18,Unfurnished,18124800.0
Ahmedabad,2918,5,3,0,Developing,8,Furnished,14239200.0
Lucknow,1755,3,3,1,Standard,9,Semi-Furnished,8747500.0
Mumbai,1781,5,4,1,Standard,20,Unfurnished,32608000.0
Ahmedabad,2505,3,3,0,Developing,17,Semi-Furnished,11322000.0
Jaipur,563,1,2,0,Developing,4,Unfurnished,2452000.0
Ahmedabad,1626,3,2,1,Developing,4,Semi-Furnished,8154400.0
